title,original_title,popularity,vote_average,vote_count,release_date
The Contract,The Contract,11.457,5.723,496,2006-04-05
Jean-Philippe,Jean-Philippe,9.706,5.722,309,2006-04-05
The Tuxedo,The Tuxedo,37.449,5.722,1936,2002-09-27
Joe Versus the Volcano,Joe Versus the Volcano,20.033,5.7,520,1990-03-09
The Lost Prince,Le prince oublié,13.298,5.7,346,2020-02-12
The Man,The Man,12.079,5.7,535,2005-09-08
Paranoia,Paranoia,24.254,5.7,842,2013-08-14
Ra.One,Ra.One,10.485,5.7,329,2011-10-24
The Green Inferno,The Green Inferno,27.179,5.7,1417,2013-09-08
A Few Best Men,A Few Best Men,8.953,5.7,427,2011-10-14
Garfield,Garfield,63.884,5.7,3975,2004-06-10
I'm So Excited!,Los amantes pasajeros,10.011,5.7,669,2013-03-08
Cosmopolis,Cosmopolis,13.546,5.7,1236,2012-05-25
R.A.I.D. Special Unit,RAID Dingue,22.587,5.7,894,2017-02-01
The Town that Dreaded Sundown,The Town that Dreaded Sundown,18.934,5.716,452,2014-10-16
The Perfect Guy,The Perfect Guy,15.658,5.7,317,2015-09-11
Legionnaire,Legionnaire,18.551,5.7,533,1998-12-03
Synchronicity,Synchronicity,13.203,5.7,364,2015-07-22
Beyond the Black Rainbow,Beyond the Black Rainbow,11.528,5.7,345,2010-12-03
Ibiza,Ibiza,15.38,5.7,1160,2018-05-25
My Cousin Rachel,My Cousin Rachel,14.592,5.7,574,2017-06-08
Prom Night,Prom Night,18.517,5.7,422,1980-07-18
Ex,Ex,8.171,5.7,451,2009-02-06
Sibyl,Sibyl,17.127,5.7,452,2019-05-24
You Don't Mess with the Zohan,You Don't Mess with the Zohan,37.529,5.712,3738,2008-06-05
Battle for the Planet of the Apes,Battle for the Planet of the Apes,38.676,5.7,926,1973-06-15
"The Rich, the Pauper and the Butler","Il ricco, il povero e il maggiordomo",6.299,5.7,843,2014-12-11
Dinner for Schmucks,Dinner for Schmucks,14.78,5.711,1755,2010-07-30
America's Sweethearts,America's Sweethearts,18.9,5.71,816,2001-07-17
Armored,Armored,17.021,5.7,630,2009-12-04
Doctor Dolittle,Doctor Dolittle,27.44,5.7,3033,1998-06-26
An American Pickle,An American Pickle,23.635,5.708,488,2020-07-26
Redcon-1,Redcon-1,33.483,5.708,308,2018-09-07
Maggie's Plan,Maggie's Plan,16.114,5.7,377,2016-04-27
Hot Pursuit,Hot Pursuit,18.391,5.7,1580,2015-05-08
Madame Bovary,Madame Bovary,11.817,5.708,396,2015-06-04
Urban Legend,Urban Legend,14.848,5.7,1277,1998-09-25
Hit & Run,Hit & Run,10.431,5.7,527,2012-08-22
Gamer,Gamer,21.743,5.7,2359,2009-09-03
Red Planet,Red Planet,16.075,5.7,1015,2000-11-10
Fame,Fame,12.216,5.7,361,2009-09-23
100 Feet,100 Feet,15.632,5.7,307,2008-07-22
Michael,Michael,13.228,5.7,621,1996-12-25
In the Earth,In the Earth,12.922,5.704,350,2021-04-16
The Do-Over,The Do-Over,23.432,5.704,1480,2016-05-27
Star Trek V: The Final Frontier,Star Trek V: The Final Frontier,18.479,5.703,1170,1989-06-09
Alvin and the Chipmunks: Chipwrecked,Alvin and the Chipmunks: Chipwrecked,42.755,5.7,2167,2011-12-14
Surviving Christmas,Surviving Christmas,25.694,5.7,520,2004-09-21
Viking Wolf,Vikingulven,28.854,5.7,314,2022-11-18
Red Dawn,Red Dawn,30.731,5.7,1598,2012-03-15
Win a Date with Tad Hamilton!,Win a Date with Tad Hamilton!,18.96,5.701,484,2004-01-23
Hick,Hick,9.483,5.7,415,2011-09-10
Timeline,Timeline,16.446,5.7,1052,2003-11-26
The Hallow,The Hallow,13.304,5.7,625,2015-11-06
Skiptrace,Skiptrace,20.548,5.7,683,2016-07-21
Major League II,Major League II,15.677,5.7,323,1994-03-30
Shark Bait,Shark Bait,29.539,5.7,322,2022-05-13
Billionaire Boys Club,Billionaire Boys Club,12.175,5.7,464,2018-07-19
Hall Pass,Hall Pass,22.997,5.7,1943,2011-02-25
Porky's II: The Next Day,Porky's II: The Next Day,12.545,5.7,307,1983-06-24
The Getaway,The Getaway,23.373,5.7,329,1994-02-11
47 Meters Down: Uncaged,47 Meters Down: Uncaged,21.615,5.7,1397,2019-08-15
Aliens in the Attic,Aliens in the Attic,20.36,5.7,979,2009-07-30
Pathology,Pathology,14.402,5.695,454,2008-04-11
Nine Months,Nine Months,15.871,5.7,636,1995-07-12
Bulletproof,Bulletproof,13.102,5.7,574,1996-09-06
Let Us Prey,Let Us Prey,9.445,5.7,315,2014-04-17
Haywire,Haywire,16.878,5.7,1348,2011-11-01
Mara,Mara,12.059,5.7,378,2018-08-22
Quarantine 2: Terminal,Quarantine 2: Terminal,17.269,5.7,539,2011-06-16
The Stepford Wives,The Stepford Wives,18.727,5.7,1295,2004-06-10
The Thaw,The Thaw,15.944,5.7,304,2009-08-30
Immortal,Immortel (ad vitam),13.89,5.7,400,2004-03-13
Based on a True Story,D'après une histoire vraie,13.923,5.7,490,2017-11-01
Rough Night,Rough Night,18.468,5.7,1976,2017-06-15
Love Lasts Three Years,L'amour dure trois ans,8.77,5.7,401,2011-12-10
Tarzan,Tarzan,19.209,5.7,588,2013-10-17
License to Wed,License to Wed,16.502,5.685,847,2007-07-04
Momentum,Momentum,14.013,5.7,529,2015-10-15
Metro,Metro,13.827,5.7,547,1997-01-16
Cabin Fever,Cabin Fever,18.221,5.7,1284,2003-08-15
The Art of War,The Art of War,13.662,5.7,482,2000-08-25
Knight of Cups,Knight of Cups,17.391,5.7,642,2015-09-10
My Stepmother Is an Alien,My Stepmother Is an Alien,21.783,5.7,507,1988-12-09
Reindeer Games,Reindeer Games,18.973,5.7,643,2000-02-25
S.W.A.T.: Firefight,S.W.A.T.: Firefight,21.897,5.7,359,2011-03-01
The Hurricane Heist,The Hurricane Heist,42.237,5.7,1002,2018-02-28
The Crucifixion,The Crucifixion,11.988,5.7,480,2017-04-27
Men at Work,Men at Work,12.871,5.7,375,1990-08-24
Hatchet III,Hatchet III,13.446,5.7,343,2013-06-14
The Three Kings,Les Rois mages,6.945,5.678,312,2001-12-12
Drop Zone,Drop Zone,15.146,5.7,391,1994-12-08
Wish Upon,Wish Upon,19.779,5.677,1348,2017-07-07
Fire with Fire,Fire with Fire,28.192,5.7,668,2012-08-31
Hudson Hawk,Hudson Hawk,17.195,5.677,977,1991-05-23
The Curse of La Llorona,The Curse of La Llorona,44.748,5.7,2415,2019-04-17
Office Christmas Party,Office Christmas Party,20.558,5.7,2031,2016-11-25
The Wind,The Wind,13.951,5.7,314,2018-05-05
The Reef,The Reef,10.438,5.675,549,2010-05-15
The Incredible Burt Wonderstone,The Incredible Burt Wonderstone,20.084,5.7,1410,2013-03-14
Cockneys vs Zombies,Cockneys vs Zombies,17.89,5.674,399,2012-08-31
The Last Exorcism,The Last Exorcism,25.126,5.7,1002,2010-08-27
Beyond a Reasonable Doubt,Beyond a Reasonable Doubt,14.344,5.7,301,2009-02-05
Wrong Turn 3: Left for Dead,Wrong Turn 3: Left for Dead,58.029,5.7,1147,2009-10-20
Saving Silverman,Saving Silverman,18.41,5.7,530,2001-02-09
Hell Fest,Hell Fest,17.516,5.7,802,2018-09-27
The Angriest Man in Brooklyn,The Angriest Man in Brooklyn,11.939,5.7,485,2014-05-23
Playing for Keeps,Playing for Keeps,13.656,5.673,676,2012-11-29
Joe's Apartment,Joe's Apartment,18.033,5.7,331,1996-07-26
The Haunted Mansion,The Haunted Mansion,29.553,5.675,2011,2003-11-26
Dark Water,Dark Water,13.571,5.672,996,2005-07-08
Pet Sematary: Bloodlines,Pet Sematary: Bloodlines,35.027,5.7,345,2023-09-23
Addio fottuti musi verdi,Addio fottuti musi verdi,5.516,5.671,388,2017-11-09
First Kill,First Kill,15.672,5.7,546,2017-07-21
The Strangers: Prey at Night,The Strangers: Prey at Night,38.909,5.7,1359,2018-03-07
Wild Card,Wild Card,43.802,5.671,1761,2015-01-14
Mickey Blue Eyes,Mickey Blue Eyes,10.943,5.669,543,1999-08-16
Noah,Noah,38.488,5.7,6176,2014-03-07
Tremors 4: The Legend Begins,Tremors 4: The Legend Begins,23.69,5.7,452,2004-01-02
Pathfinder,Pathfinder,22.679,5.7,704,2007-01-11
Jay and Silent Bob Reboot,Jay and Silent Bob Reboot,14.702,5.7,526,2019-10-15
Cyborg,Cyborg,20.225,5.7,711,1989-04-07
You People,You People,14.468,5.668,689,2023-01-20
Back to Mom's,Retour chez ma mère,9.608,5.7,447,2016-06-01
Life or Something Like It,Life or Something Like It,22.035,5.7,489,2002-04-24
"Legally Blonde 2: Red, White & Blonde","Legally Blonde 2: Red, White & Blonde",50.53,5.7,1563,2003-07-02
Z for Zachariah,Z for Zachariah,11.133,5.7,926,2015-08-13
3 Ninjas,3 Ninjas,18.258,5.7,426,1992-08-07
Bait,Bait,27.296,5.7,737,2012-09-05
Beverly Hills Ninja,Beverly Hills Ninja,25.705,5.664,752,1997-01-17
Survivor,Survivor,28.983,5.7,1005,2015-05-21
American Pie Presents: Beta House,American Pie Presents: Beta House,41.035,5.665,1872,2007-12-26
Cube Zero,Cube Zero,16.063,5.7,1026,2004-10-10
Norbit,Norbit,48.828,5.7,2365,2007-02-08
Flatliners,Flatliners,20.407,5.7,2249,2017-09-28
Jenny's Wedding,Jenny's Wedding,12.328,5.663,410,2015-07-31
Boomerang,Boomerang,21.109,5.7,560,1992-06-30
Hellraiser III: Hell on Earth,Hellraiser III: Hell on Earth,26.277,5.7,738,1992-09-11
The Platform 2,El hoyo 2,409.857,5.661,835,2024-09-27
Gods of Egypt,Gods of Egypt,54.365,5.7,4027,2016-02-25
Sherlock Gnomes,Sherlock Gnomes,24.204,5.659,709,2018-03-15
The House Bunny,The House Bunny,24.37,5.659,1874,2008-08-22
The Beach Bum,The Beach Bum,16.888,5.7,494,2019-03-21
All Hallows' Eve,All Hallows' Eve,184.16,5.7,504,2013-10-29
Rumor Has It...,Rumor Has It...,15.182,5.7,1142,2005-12-22
OSS 117: From Africa with Love,OSS 117 : Alerte rouge en Afrique noire,14.489,5.7,773,2021-08-04
The Ringer,The Ringer,14.012,5.7,319,2005-12-23
Goon: Last of the Enforcers,Goon: Last of the Enforcers,12.97,5.7,303,2017-03-17
The Patriot,The Patriot,14.899,5.7,365,1998-07-10
The Pact,The Pact,8.581,5.7,471,2012-05-25
The Fly II,The Fly II,24.106,5.7,639,1989-02-10
Babylon A.D.,Babylon A.D.,40.197,5.7,2079,2008-08-20
Love Wedding Repeat,Love Wedding Repeat,14.757,5.7,693,2020-04-10
Lavender,Lavender,9.47,5.7,336,2016-11-04
Some Kind of Beautiful,Some Kind of Beautiful,16.718,5.7,565,2015-07-16
Runner Runner,Runner Runner,17.421,5.7,1226,2013-09-24
Flubber,Flubber,18.367,5.6,2328,1997-11-26
White Girl,White Girl,24.717,5.6,455,2016-09-02
Amityville II: The Possession,Amityville II: The Possession,25.581,5.6,343,1982-09-24
Our Happy Holiday,Premières vacances,10.205,5.646,383,2018-09-15
Little Fockers,Little Fockers,23.983,5.6,3194,2010-12-21
Captive State,Captive State,17.889,5.642,1149,2019-03-15
In Fabric,In Fabric,10.776,5.6,311,2018-12-06
Are We There Yet?,Are We There Yet?,24.672,5.6,961,2005-01-20
Misconduct,Misconduct,15.874,5.6,558,2016-02-05
Confessions of a Teenage Drama Queen,Confessions of a Teenage Drama Queen,14.706,5.6,886,2004-02-17
Kiss of Death,Kiss of Death,14.98,5.6,313,1995-04-21
The Hole in the Ground,The Hole in the Ground,16.417,5.6,676,2019-03-01
Viral,Viral,25.295,5.6,507,2016-02-18
Voice from the Stone,Voice from the Stone,17.318,5.6,461,2017-04-28
The Texas Chainsaw Massacre 2,The Texas Chainsaw Massacre 2,26.604,5.6,866,1986-08-22
Alone,Seuls,10.099,5.6,505,2017-02-08
The Hunter's Prayer,The Hunter's Prayer,20.06,5.6,386,2017-06-08
The Nutty Professor,The Nutty Professor,22.876,5.6,2876,1996-06-28
My Best Friend's Girl,My Best Friend's Girl,19.303,5.6,737,2008-09-19
The Predator,The Predator,51.595,5.6,4628,2018-09-05
The Tax Collector,The Tax Collector,29.982,5.6,472,2020-08-07
Inside,Inside,24.172,5.6,358,2023-03-09
Alvin and the Chipmunks: The Squeakquel,Alvin and the Chipmunks: The Squeakquel,55.278,5.6,2883,2009-12-21
Godzilla,Godzilla,31.224,5.63,3862,1998-05-20
Horse Girl,Horse Girl,15.459,5.633,540,2020-01-27
Amusement,Amusement,16.443,5.63,347,2008-10-09
Spy Kids 2: The Island of Lost Dreams,Spy Kids 2: The Island of Lost Dreams,29.636,5.6,2167,2002-08-07
Twin Murders: The Silence of the White City,El silencio de la ciudad blanca,15.404,5.6,320,2019-10-25
The Box,The Box,16.253,5.6,1746,2009-10-29
Night Swim,Night Swim,35.792,5.6,599,2024-01-03
Brüno,Brüno,19.614,5.6,1690,2009-07-08
Ask Me Anything,Ask Me Anything,19.47,5.6,399,2014-04-19
G.I. Joe: Retaliation,G.I. Joe: Retaliation,38.631,5.6,5438,2013-03-27
Joker: Folie à Deux,Joker: Folie à Deux,630.628,5.617,1549,2024-10-01
Snow Dogs,Snow Dogs,18.373,5.6,720,2002-01-18
The Day the Earth Stood Still,The Day the Earth Stood Still,29.498,5.624,3369,2008-12-10
I Am Wrath,I Am Wrath,22.852,5.6,649,2016-04-14
Darkness,Darkness,12.084,5.6,383,2002-10-11
The Rage: Carrie 2,The Rage: Carrie 2,19.142,5.6,400,1999-03-12
Dreamcatcher,Dreamcatcher,19.186,5.6,1720,2003-03-21
High-Rise,High-Rise,16.282,5.6,1148,2015-11-22
Indovina chi viene a Natale?,Indovina chi viene a Natale?,6.109,5.6,356,2013-12-19
Animals United,Konferenz der Tiere,13.801,5.622,319,2010-10-07
Leatherface,Leatherface,25.538,5.6,1305,2017-09-14
The Omen,The Omen,30.132,5.6,1060,2006-06-06
Cadaver,Kadaver,17.062,5.62,622,2020-10-22
Semi-Pro,Semi-Pro,13.316,5.618,770,2008-02-28
The Black Dahlia,The Black Dahlia,22.068,5.6,1091,2006-09-15
Babe: Pig in the City,Babe: Pig in the City,18.424,5.6,1222,1998-11-25
The House,The House,13.446,5.6,890,2017-06-29
Open Season 3,Open Season 3,21.319,5.6,597,2010-10-21
The Cloverfield Paradox,The Cloverfield Paradox,27.693,5.6,3228,2018-02-04
Acts of Violence,Acts of Violence,23.249,5.6,405,2018-01-12
Our House,Our House,9.114,5.6,322,2018-07-27
Detention,Detention,14.682,5.6,368,2012-04-06
Cowboys & Aliens,Cowboys & Aliens,29.401,5.6,5001,2011-07-29
Universal Soldier: Regeneration,Universal Soldier: Regeneration,21.993,5.6,452,2009-10-01
The Owners,The Owners,15.92,5.614,386,2020-08-27
The Maiden Heist,The Maiden Heist,17.243,5.6,332,2009-05-09
Æon Flux,Æon Flux,24.659,5.6,2199,2005-11-30
George of the Jungle,George of the Jungle,18.515,5.613,2069,1997-07-15
Freaks – You're One of Us,Freaks - Du bist eine von uns,21.134,5.6,333,2020-09-02
You Get Me,You Get Me,19.044,5.611,1677,2017-06-19
The Hunters,The Hunters,9.453,5.6,341,2013-10-25
Admission,Admission,15.728,5.611,608,2013-03-21
Cool World,Cool World,20.416,5.6,726,1992-07-10
Fantastic Four: Rise of the Silver Surfer,Fantastic Four: Rise of the Silver Surfer,48.533,5.6,7782,2007-06-13
We Are Still Here,We Are Still Here,9.821,5.6,468,2015-06-05
Kill Me Three Times,Kill Me Three Times,10.781,5.61,518,2015-04-10
War Machine,War Machine,11.894,5.608,1126,2017-05-26
The English Teacher,The English Teacher,18.593,5.6,349,2013-05-16
Employee of the Month,Employee of the Month,12.454,5.6,620,2006-10-06
Rogue,Rogue,31.501,5.6,683,2020-08-20
Deep Blue Sea 3,Deep Blue Sea 3,19.165,5.6,311,2020-08-25
Machete Kills,Machete Kills,15.905,5.604,1881,2013-09-12
"You, Me and Dupree","You, Me and Dupree",16.963,5.6,1327,2006-07-13
On the Road,On the Road,17.776,5.6,831,2012-05-22
Diana,Diana,10.905,5.6,484,2013-09-19
Diary of a Nymphomaniac,Diario de una ninfómana,41.801,5.6,309,2008-10-17
The Astronaut's Wife,The Astronaut's Wife,18.958,5.6,904,1999-08-27
The Volcano,Eyjafjallajökull,10.063,5.6,630,2013-10-02
Taxi,Taxi,25.868,5.6,1047,2004-10-06
Serena,Serena,15.71,5.6,1012,2014-10-12
The Guilt Trip,The Guilt Trip,13.713,5.6,702,2012-12-19
9 Songs,9 Songs,41.392,5.6,510,2004-07-16
Megalopolis,Megalopolis,287.655,5.6,417,2024-09-25
Truth or Dare,Truth or Dare,12.812,5.6,359,2012-08-05
Psycho III,Psycho III,16.411,5.6,377,1986-04-02
Leprechaun,Leprechaun,22.297,5.6,768,1993-01-08
The Covenant,The Covenant,34.378,5.6,998,2006-09-07
Taxi 4,Taxi 4,14.952,5.597,1210,2007-02-10
Fun Size,Fun Size,14.235,5.6,425,2012-10-24
The Green Hornet,The Green Hornet,19.973,5.6,3192,2011-01-12
The Final Destination,The Final Destination,36.245,5.6,3237,2009-08-26
Bad Teacher,Bad Teacher,23.266,5.6,4636,2011-05-16
Skylines,Skylines,24.789,5.6,544,2020-10-25
Kill Command,Kill Command,26.722,5.6,563,2016-05-13
The Possession of Hannah Grace,The Possession of Hannah Grace,27.841,5.6,1326,2018-11-29
The Medallion,The Medallion,20.908,5.6,1073,2003-08-15
Bullet to the Head,Bullet to the Head,19.194,5.6,1259,2012-11-14
Without a Paddle,Without a Paddle,13.496,5.6,633,2004-08-20
Sabotage,Sabotage,26.007,5.6,1394,2014-03-28
Little Evil,Little Evil,13.716,5.587,912,2017-08-08
El Camino Christmas,El Camino Christmas,16.57,5.6,310,2017-12-08
Inconceivable,Inconceivable,17.391,5.6,332,2017-06-30
Knights of Badassdom,Knights of Badassdom,10.193,5.6,402,2013-01-21
[REC]⁴ Apocalypse,[REC]⁴: Apocalipsis,26.213,5.6,1133,2014-10-31
The Watch,The Watch,17.551,5.586,2281,2012-07-26
Kaboom,Kaboom,13.308,5.6,321,2010-10-06
Buffy the Vampire Slayer,Buffy the Vampire Slayer,16.683,5.6,806,1992-07-24
The Last Legion,The Last Legion,24.218,5.6,788,2007-04-19
The Scorpion King,The Scorpion King,25.994,5.6,3098,2002-04-18
The Lawnmower Man,The Lawnmower Man,12.707,5.6,731,1992-03-05
Artemis Fowl,Artemis Fowl,25.894,5.581,1634,2020-05-29
They Came Together,They Came Together,12.537,5.6,398,2014-06-27
White Noise,White Noise,13.354,5.585,798,2005-01-07
Garfield: A Tail of Two Kitties,Garfield: A Tail of Two Kitties,27.365,5.6,2173,2006-06-15
Slaughterhouse Rulez,Slaughterhouse Rulez,17.906,5.6,445,2018-10-31
On the Other Side of the Tracks,De l'autre côté du périph,15.711,5.6,661,2012-12-15
The Juror,The Juror,22.071,5.6,369,1996-02-02
The Sitter,The Sitter,19.777,5.6,923,2011-12-09
Science Fiction Volume One: The Osiris Child,Science Fiction Volume One: The Osiris Child,15.03,5.6,483,2016-02-17
Firestarter,Firestarter,14.73,5.6,690,2022-05-12
Mute,Mute,12.329,5.6,1051,2018-02-23
Horizon Line,Horizon Line,21.188,5.6,372,2020-10-29
An Easy Girl,Une fille facile,16.458,5.6,346,2019-08-28
The Tuche Family: The American Dream,Les Tuche 2 : Le Rêve américain,10.256,5.6,942,2016-02-03
House on Haunted Hill,House on Haunted Hill,23.768,5.6,862,1999-10-29
Joe Dirt,Joe Dirt,18.281,5.6,709,2001-04-10
Deck the Halls,Deck the Halls,40.157,5.6,657,2006-11-22
Ghost Rider,Ghost Rider,59.23,5.577,5886,2007-01-15
White Noise,White Noise,14.908,5.6,666,2022-11-25
Hellboy,Hellboy,49.685,5.575,3415,2019-04-10
Penny Pincher!,Radin !,11.847,5.6,903,2016-09-28
Renegades,Renegades,26.489,5.6,327,2017-08-21
Primal,Primal,18.399,5.575,358,2019-12-27
Regression,Regression,17.182,5.6,1772,2015-10-01
Down a Dark Hall,Down a Dark Hall,14.531,5.6,675,2018-08-01
Evan Almighty,Evan Almighty,26.487,5.6,4241,2007-06-09
Max Steel,Max Steel,15.926,5.6,769,2016-10-14
Whiteout,Whiteout,15.887,5.6,744,2009-09-09
My Favorite Martian,My Favorite Martian,13.875,5.6,304,1999-02-11
An American Haunting,An American Haunting,10.054,5.6,483,2005-05-05
Earth Girls Are Easy,Earth Girls Are Easy,13.318,5.6,366,1988-09-08
The Other Side of the Door,The Other Side of the Door,18.801,5.6,822,2016-02-25
Yogi Bear,Yogi Bear,17.798,5.6,866,2010-12-17
Air Bud,Air Bud,19.291,5.6,465,1997-08-01
Rebound,Rebound,16.75,5.6,325,2005-07-01
Good on Paper,Good on Paper,11.383,5.6,308,2021-06-23
Ogni maledetto Natale,Ogni maledetto Natale,6.102,5.568,316,2014-11-27
See You Yesterday,See You Yesterday,16.644,5.6,528,2019-05-03
Josie and the Pussycats,Josie and the Pussycats,13.954,5.6,307,2001-04-06
By the Sea,By the Sea,21.315,5.6,584,2015-11-12
Showgirls,Showgirls,28.159,5.6,1220,1995-09-22
D-Tox,D-Tox,18.707,5.565,638,2002-01-04
Darkness Falls,Darkness Falls,16.628,5.6,583,2003-01-24
Suspect Zero,Suspect Zero,20.194,5.6,313,2004-08-27
The Bonfire of the Vanities,The Bonfire of the Vanities,11.536,5.6,472,1990-12-21
Leprechaun 2,Leprechaun 2,17.755,5.6,319,1994-04-08
Diary of the Dead,Diary of the Dead,14.135,5.6,774,2007-05-26
Dumb and Dumber To,Dumb and Dumber To,48.737,5.6,3142,2014-11-12
Twisted,Twisted,16.187,5.6,521,2004-02-27
The Slumber Party Massacre,The Slumber Party Massacre,11.544,5.6,334,1982-09-10
Hulk,Hulk,44.319,5.555,5743,2003-06-19
Friend Request,Unfriend,16.349,5.6,1228,2016-01-07
Tifosi,Tifosi,6.927,5.554,335,1999-10-01
Old Dogs,Old Dogs,18.319,5.6,725,2009-11-24
Couples Retreat,Couples Retreat,28.219,5.6,1942,2009-09-19
The Crow: Salvation,The Crow: Salvation,23.158,5.6,340,2000-01-23
The Dukes of Hazzard,The Dukes of Hazzard,23.95,5.6,1157,2005-08-05
Spinning Man,Spinning Man,19.087,5.6,426,2018-04-06
Grave Encounters 2,Grave Encounters 2,25.375,5.6,895,2012-10-12
One for the Money,One for the Money,13.291,5.6,947,2012-01-26
Striptease,Striptease,32.997,5.6,1063,1996-06-28
All the Boys Love Mandy Lane,All the Boys Love Mandy Lane,13.259,5.6,647,2006-09-09
Poker Face,Poker Face,14.016,5.6,305,2022-11-16
Budapest,Budapest,8.38,5.5,436,2018-06-27
The Sweetest Thing,The Sweetest Thing,16.232,5.5,1070,2002-04-12
Shutter,Shutter,30.592,5.5,723,2008-03-21
The Hills Have Eyes 2,The Hills Have Eyes 2,34.429,5.5,1426,2007-03-22
Lady in the Water,Lady in the Water,19.124,5.5,1372,2006-07-20
Arthur,Arthur,13.057,5.549,724,2011-04-08
Agent Cody Banks 2: Destination London,Agent Cody Banks 2: Destination London,19.017,5.5,618,2004-03-12
Camping,Camping,8.691,5.5,845,2006-04-26
The Rental,The Rental,17.755,5.5,885,2020-07-23
Cop Out,Cop Out,20.221,5.5,1476,2010-02-26
Shocker,Shocker,19.94,5.5,419,1989-03-23
Blood and Chocolate,Blood and Chocolate,12.004,5.545,301,2007-01-26
In the Tall Grass,In the Tall Grass,22.098,5.5,2188,2019-09-20
The Paperboy,The Paperboy,12.486,5.5,737,2012-09-14
Wedding Daze,Wedding Daze,21.046,5.5,350,2006-09-09
"Dude, Where's My Car?","Dude, Where's My Car?",21.009,5.5,1848,2000-12-15
Collide,Collide,16.743,5.5,574,2016-06-10
Pompeii,Pompeii,28.94,5.5,3198,2014-02-18
Miss March,Miss March,18.62,5.5,349,2009-03-13
